"tableID","variableID","stub"
"B17010E","B17010E_002","Income in the past 12 months below poverty level:"
"B17010E","B17010E_003","Married-couple family:"
"B17010E","B17010E_004","With related children of the householder under 18 years:"
"B17010E","B17010E_005","Under 5 years only"
"B17010E","B17010E_006","Under 5 years and 5 to 17 years"
"B17010E","B17010E_007","5 to 17 years only"
"B17010E","B17010E_008","No related children of the householder under 18 years"
"B17010E","B17010E_009","Other family:"
"B17010E","B17010E_010","Male householder, no wife present:"
"B17010E","B17010E_011","With related children of the householder under 18 years:"
"B17010E","B17010E_012","Under 5 years only"
"B17010E","B17010E_013","Under 5 years and 5 to 17 years"
"B17010E","B17010E_014","5 to 17 years only"
"B17010E","B17010E_015","No related children of the householder under 18 years"
"B17010E","B17010E_016","Female householder, no husband present:"
"B17010E","B17010E_017","With related children of the householder under 18 years:"
"B17010E","B17010E_018","Under 5 years only"
"B17010E","B17010E_019","Under 5 years and 5 to 17 years"
"B17010E","B17010E_020","5 to 17 years only"
"B17010E","B17010E_021","No related children of the householder under 18 years"
"B17010E","B17010E_022","Income in the past 12 months at or above poverty level:"
"B17010E","B17010E_023","Married-couple family:"
"B17010E","B17010E_024","With related children of the householder under 18 years:"
"B17010E","B17010E_025","Under 5 years only"
"B17010E","B17010E_026","Under 5 years and 5 to 17 years"
"B17010E","B17010E_027","5 to 17 years only"
"B17010E","B17010E_028","No related children of the householder under 18 years"
"B17010E","B17010E_029","Other family:"
"B17010E","B17010E_030","Male householder, no wife present:"
"B17010E","B17010E_031","With related children of the householder under 18 years:"
"B17010E","B17010E_032","Under 5 years only"
"B17010E","B17010E_033","Under 5 years and 5 to 17 years"
"B17010E","B17010E_034","5 to 17 years only"
"B17010E","B17010E_035","No related children of the householder under 18 years"
"B17010E","B17010E_036","Female householder, no husband present:"
"B17010E","B17010E_037","With related children of the householder under 18 years:"
"B17010E","B17010E_038","Under 5 years only"
"B17010E","B17010E_039","Under 5 years and 5 to 17 years"
"B17010E","B17010E_040","5 to 17 years only"
"B17010E","B17010E_041","No related children of the householder under 18 years"
"C17010E","C17010E_001","Total:"
"C17010E","C17010E_002","Income in the past 12 months below poverty level:"
"C17010E","C17010E_003","Married-couple family:"
"C17010E","C17010E_004","With related children of the householder under 18 years:"
"C17010E","C17010E_005","Other family:"
"C17010E","C17010E_006","Male householder, no wife present"
"C17010E","C17010E_007","With related children of the householder under 18 years:"
"C17010E","C17010E_008","Female householder, no husband present"
"C17010E","C17010E_009","With related children of the householder under 18 years:"
"C17010E","C17010E_010","Income in the past 12 months at or above poverty level:"
"C17010E","C17010E_011","Married-couple family:"
"C17010E","C17010E_012","With related children of the householder under 18 years:"
"C17010E","C17010E_013","Other family:"
"C17010E","C17010E_014","Male householder, no wife present"
"C17010E","C17010E_015","With related children of the householder under 18 years:"
"C17010E","C17010E_016","Female householder, no husband present"
"C17010E","C17010E_017","With related children of the householder under 18 years:"
"B17010F","B17010F_001","Total:"
"B17010F","B17010F_002","Income in the past 12 months below poverty level:"
"B17010F","B17010F_003","Married-couple family:"
"B17010F","B17010F_004","With related children of the householder under 18 years:"
"B17010F","B17010F_005","Under 5 years only"
"B17010F","B17010F_006","Under 5 years and 5 to 17 years"
"B17010F","B17010F_007","5 to 17 years only"
"B17010F","B17010F_008","No related children of the householder under 18 years"
"B17010F","B17010F_009","Other family:"
"B17010F","B17010F_010","Male householder, no wife present:"
"B17010F","B17010F_011","With related children of the householder under 18 years:"
"B17010F","B17010F_012","Under 5 years only"
"B17010F","B17010F_013","Under 5 years and 5 to 17 years"
"B17010F","B17010F_014","5 to 17 years only"
"B17010F","B17010F_015","No related children of the householder under 18 years"
"B17010F","B17010F_016","Female householder, no husband present:"
"B17010F","B17010F_017","With related children of the householder under 18 years:"
"B17010F","B17010F_018","Under 5 years only"
"B17010F","B17010F_019","Under 5 years and 5 to 17 years"
"B17010F","B17010F_020","5 to 17 years only"
"B17010F","B17010F_021","No related children of the householder under 18 years"
"B17010F","B17010F_022","Income in the past 12 months at or above poverty level:"
"B17010F","B17010F_023","Married-couple family:"
"B17010F","B17010F_024","With related children of the householder under 18 years:"
"B17010F","B17010F_025","Under 5 years only"
"B17010F","B17010F_026","Under 5 years and 5 to 17 years"
"B17010F","B17010F_027","5 to 17 years only"
"B17010F","B17010F_028","No related children of the householder under 18 years"
"B17010F","B17010F_029","Other family:"
"B17010F","B17010F_030","Male householder, no wife present:"
"B17010F","B17010F_031","With related children of the householder under 18 years:"
"B17010F","B17010F_032","Under 5 years only"
"B17010F","B17010F_033","Under 5 years and 5 to 17 years"
"B17010F","B17010F_034","5 to 17 years only"
"B17010F","B17010F_035","No related children of the householder under 18 years"
"B17010F","B17010F_036","Female householder, no husband present:"
"B17010F","B17010F_037","With related children of the householder under 18 years:"
"B17010F","B17010F_038","Under 5 years only"
"B17010F","B17010F_039","Under 5 years and 5 to 17 years"
"B17010F","B17010F_040","5 to 17 years only"
"B17010F","B17010F_041","No related children of the householder under 18 years"
"C17010F","C17010F_001","Total:"
"C17010F","C17010F_002","Income in the past 12 months below poverty level:"
"C17010F","C17010F_003","Married-couple family:"
"C17010F","C17010F_004","With related children of the householder under 18 years"
"C17010F","C17010F_005","Other family:"
"C17010F","C17010F_006","Male householder, no wife present"
"C17010F","C17010F_007","With related children of the householder under 18 years"
"C17010F","C17010F_008","Female householder, no husband present"
"C17010F","C17010F_009","With related children of the householder under 18 years"
"C17010F","C17010F_010","Income in the past 12 months at or above poverty level:"
"C17010F","C17010F_011","Married-couple family:"
"C17010F","C17010F_012","With related children of the householder under 18 years"
"C17010F","C17010F_013","Other family:"
"C17010F","C17010F_014","Male householder, no wife present"
"C17010F","C17010F_015","With related children of the householder under 18 years"
"C17010F","C17010F_016","Female householder, no husband present"
"C17010F","C17010F_017","With related children of the householder under 18 years"
"B17010G","B17010G_001","Total:"
"B17010G","B17010G_002","Income in the past 12 months below poverty level:"
"B17010G","B17010G_003","Married-couple family:"
"B17010G","B17010G_004","With related children of the householder under 18 years:"
"B17010G","B17010G_005","Under 5 years only"
"B17010G","B17010G_006","Under 5 years and 5 to 17 years"
"B17010G","B17010G_007","5 to 17 years only"
"B17010G","B17010G_008","No related children of the householder under 18 years"
"B17010G","B17010G_009","Other family:"
"B17010G","B17010G_010","Male householder, no wife present:"
"B17010G","B17010G_011","With related children of the householder under 18 years:"
"B17010G","B17010G_012","Under 5 years only"
"B17010G","B17010G_013","Under 5 years and 5 to 17 years"
"B17010G","B17010G_014","5 to 17 years only"
"B17010G","B17010G_015","No related children of the householder under 18 years"
"B17010G","B17010G_016","Female householder, no husband present:"
"B17010G","B17010G_017","With related children of the householder under 18 years:"
"B17010G","B17010G_018","Under 5 years only"
"B17010G","B17010G_019","Under 5 years and 5 to 17 years"
"B17010G","B17010G_020","5 to 17 years only"
"B17010G","B17010G_021","No related children of the householder under 18 years"
"B17010G","B17010G_022","Income in the past 12 months at or above poverty level:"
"B17010G","B17010G_023","Married-couple family:"
"B17010G","B17010G_024","With related children of the householder under 18 years:"
"B17010G","B17010G_025","Under 5 years only"
"B17010G","B17010G_026","Under 5 years and 5 to 17 years"
"B17010G","B17010G_027","5 to 17 years only"
"B17010G","B17010G_028","No related children of the householder under 18 years"
"B17010G","B17010G_029","Other family:"
"B17010G","B17010G_030","Male householder, no wife present:"
"B17010G","B17010G_031","With related children of the householder under 18 years:"
"B17010G","B17010G_032","Under 5 years only"
"B17010G","B17010G_033","Under 5 years and 5 to 17 years"
"B17010G","B17010G_034","5 to 17 years only"
"B17010G","B17010G_035","No related children of the householder under 18 years"
"B17010G","B17010G_036","Female householder, no husband present:"
"B17010G","B17010G_037","With related children of the householder under 18 years:"
"B17010G","B17010G_038","Under 5 years only"
"B17010G","B17010G_039","Under 5 years and 5 to 17 years"
"B17010G","B17010G_040","5 to 17 years only"
"B17010G","B17010G_041","No related children of the householder under 18 years"
"C17010G","C17010G_001","Total:"
"C17010G","C17010G_002","Income in the past 12 months below poverty level:"
"C17010G","C17010G_003","Married-couple family:"
"C17010G","C17010G_004","With related children of the householder under 18 years"
"C17010G","C17010G_005","Other family:"
"C17010G","C17010G_006","Male householder, no wife present"
"C17010G","C17010G_007","With related children of the householder under 18 years"
"C17010G","C17010G_008","Female householder, no husband present"
"C17010G","C17010G_009","With related children of the householder under 18 years"
"C17010G","C17010G_010","Income in the past 12 months at or above poverty level:"
"C17010G","C17010G_011","Married-couple family:"
"C17010G","C17010G_012","With related children of the householder under 18 years"
"C17010G","C17010G_013","Other family:"
"C17010G","C17010G_014","Male householder, no wife present"
"C17010G","C17010G_015","With related children of the householder under 18 years"
"C17010G","C17010G_016","Female householder, no husband present"
"C17010G","C17010G_017","With related children of the householder under 18 years"
"B17010H","B17010H_001","Total:"
"B17010H","B17010H_002","Income in the past 12 months below poverty level:"
"B17010H","B17010H_003","Married-couple family:"
"B17010H","B17010H_004","With related children of the householder under 18 years:"
"B17010H","B17010H_005","Under 5 years only"
"B17010H","B17010H_006","Under 5 years and 5 to 17 years"
"B17010H","B17010H_007","5 to 17 years only"
"B17010H","B17010H_008","No related children of the householder under 18 years"
"B17010H","B17010H_009","Other family:"
"B17010H","B17010H_010","Male householder, no wife present:"
"B17010H","B17010H_011","With related children of the householder under 18 years:"
"B17010H","B17010H_012","Under 5 years only"
"B17010H","B17010H_013","Under 5 years and 5 to 17 years"
"B17010H","B17010H_014","5 to 17 years only"
"B17010H","B17010H_015","No related children of the householder under 18 years"
"B17010H","B17010H_016","Female householder, no husband present:"
"B17010H","B17010H_017","With related children of the householder under 18 years:"
"B17010H","B17010H_018","Under 5 years only"
"B17010H","B17010H_019","Under 5 years and 5 to 17 years"
"B17010H","B17010H_020","5 to 17 years only"
"B17010H","B17010H_021","No related children of the householder under 18 years"
"B17010H","B17010H_022","Income in the past 12 months at or above poverty level:"
"B17010H","B17010H_023","Married-couple family:"
"B17010H","B17010H_024","With related children of the householder under 18 years:"
"B17010H","B17010H_025","Under 5 years only"
"B17010H","B17010H_026","Under 5 years and 5 to 17 years"
"B17010H","B17010H_027","5 to 17 years only"
"B17010H","B17010H_028","No related children of the householder under 18 years"
"B17010H","B17010H_029","Other family:"
"B17010H","B17010H_030","Male householder, no wife present:"
"B17010H","B17010H_031","With related children of the householder under 18 years:"
"B17010H","B17010H_032","Under 5 years only"
"B17010H","B17010H_033","Under 5 years and 5 to 17 years"
"B17010H","B17010H_034","5 to 17 years only"
"B17010H","B17010H_035","No related children of the householder under 18 years"
"B17010H","B17010H_036","Female householder, no husband present:"
"B17010H","B17010H_037","With related children of the householder under 18 years:"
"B17010H","B17010H_038","Under 5 years only"
"B17010H","B17010H_039","Under 5 years and 5 to 17 years"
"B17010H","B17010H_040","5 to 17 years only"
"B17010H","B17010H_041","No related children of the householder under 18 years"
"C17010H","C17010H_001","Total:"
"C17010H","C17010H_002","Income in the past 12 months below poverty level:"
"C17010H","C17010H_003","Married-couple family:"
"C17010H","C17010H_004","With related children of the householder under 18 years"
"C17010H","C17010H_005","Other family:"
"C17010H","C17010H_006","Male householder, no wife present"
"C17010H","C17010H_007","With related children of the householder under 18 years"
"C17010H","C17010H_008","Female householder, no husband present"
"C17010H","C17010H_009","With related children of the householder under 18 years"
"C17010H","C17010H_010","Income in the past 12 months at or above poverty level:"
"C17010H","C17010H_011","Married-couple family:"
"C17010H","C17010H_012","With related children of the householder under 18 years"
"C17010H","C17010H_013","Other family:"
"C17010H","C17010H_014","Male householder, no wife present"
"C17010H","C17010H_015","With related children of the householder under 18 years"
"C17010H","C17010H_016","Female householder, no husband present"
"C17010H","C17010H_017","With related children of the householder under 18 years"
"B17010I","B17010I_001","Total:"
"B17010I","B17010I_002","Income in the past 12 months below poverty level:"
"B17010I","B17010I_003","Married-couple family:"
"B17010I","B17010I_004","With related children of the householder under 18 years:"
"B17010I","B17010I_005","Under 5 years only"
"B17010I","B17010I_006","Under 5 years and 5 to 17 years"
"B17010I","B17010I_007","5 to 17 years only"
"B17010I","B17010I_008","No related children of the householder under 18 years"
"B17010I","B17010I_009","Other family:"
"B17010I","B17010I_010","Male householder, no wife present:"
"B17010I","B17010I_011","With related children of the householder under 18 years:"
"B17010I","B17010I_012","Under 5 years only"
"B17010I","B17010I_013","Under 5 years and 5 to 17 years"
"B17010I","B17010I_014","5 to 17 years only"
"B17010I","B17010I_015","No related children of the householder under 18 years"
"B17010I","B17010I_016","Female householder, no husband present:"
"B17010I","B17010I_017","With related children of the householder under 18 years:"
"B17010I","B17010I_018","Under 5 years only"
"B17010I","B17010I_019","Under 5 years and 5 to 17 years"
"B17010I","B17010I_020","5 to 17 years only"
"B17010I","B17010I_021","No related children of the householder under 18 years"
"B17010I","B17010I_022","Income in the past 12 months at or above poverty level:"
"B17010I","B17010I_023","Married-couple family:"
"B17010I","B17010I_024","With related children of the householder under 18 years:"
"B17010I","B17010I_025","Under 5 years only"
"B17010I","B17010I_026","Under 5 years and 5 to 17 years"
"B17010I","B17010I_027","5 to 17 years only"
"B17010I","B17010I_028","No related children of the householder under 18 years"
"B17010I","B17010I_029","Other family:"
"B17010I","B17010I_030","Male householder, no wife present:"
"B17010I","B17010I_031","With related children of the householder under 18 years:"
"B17010I","B17010I_032","Under 5 years only"
"B17010I","B17010I_033","Under 5 years and 5 to 17 years"
"B17010I","B17010I_034","5 to 17 years only"
"B17010I","B17010I_035","No related children of the householder under 18 years"
"B17010I","B17010I_036","Female householder, no husband present:"
"B17010I","B17010I_037","With related children of the householder under 18 years:"
"B17010I","B17010I_038","Under 5 years only"
"B17010I","B17010I_039","Under 5 years and 5 to 17 years"
"B17010I","B17010I_040","5 to 17 years only"
"B17010I","B17010I_041","No related children of the householder under 18 years"
"C17010I","C17010I_001","Total:"
"C17010I","C17010I_002","Income in the past 12 months below poverty level:"
"C17010I","C17010I_003","Married-couple family:"
"C17010I","C17010I_004","With related children of the householder under 18 years"
"C17010I","C17010I_005","Other family:"
"C17010I","C17010I_006","Male householder, no wife present"
"C17010I","C17010I_007","With related children of the householder under 18 years"
"C17010I","C17010I_008","Female householder, no husband present"
"C17010I","C17010I_009","With related children of the householder under 18 years"
"C17010I","C17010I_010","Income in the past 12 months at or above poverty level:"
"C17010I","C17010I_011","Married-couple family:"
"C17010I","C17010I_012","With related children of the householder under 18 years"
"C17010I","C17010I_013","Other family:"
"C17010I","C17010I_014","Male householder, no wife present"
"C17010I","C17010I_015","With related children of the householder under 18 years"
"C17010I","C17010I_016","Female householder, no husband present"
"C17010I","C17010I_017","With related children of the householder under 18 years"
"B17011","B17011_001","Aggregate income deficit in the past 12 months:"
"B17011","B17011_002","Married-couple family"
"B17011","B17011_003","Other family:"
"B17011","B17011_004","Male householder, no wife present"
"B17011","B17011_005","Female householder, no husband present"
"B17012","B17012_001","Total:"
"B17012","B17012_002","Income in the past 12 months below poverty level:"
"B17012","B17012_003","Married-couple family:"
"B17012","B17012_004","No child "
"B17012","B17012_005","1 or 2 children "
"B17012","B17012_006","3 or 4 children "
"B17012","B17012_007","5 or more children "
"B17012","B17012_008","Other families:"
"B17012","B17012_009"," Male householder, no wife present:"
"B17012","B17012_010","No child "
"B17012","B17012_011","1 or 2 children "
"B17012","B17012_012","3 or 4 children "
"B17012","B17012_013","5 or more children "
"B17012","B17012_014","Female householder, no husband present:"
"B17012","B17012_015","No child "
"B17012","B17012_016","1 or 2 children "
"B17012","B17012_017","3 or 4 children "
"B17012","B17012_018","5 or more children "
"B17012","B17012_019","Income in the past 12 months at or above poverty level:"
"B17012","B17012_020","Married-couple family:"
"B17012","B17012_021","No child "
"B17012","B17012_022","1 or 2 children "
"B17012","B17012_023","3 or 4 children "
"B17012","B17012_024","5 or more children "
"B17012","B17012_025","Other families:"
"B17012","B17012_026"," Male householder, no wife present:"
"B17012","B17012_027","No child "
"B17012","B17012_028","1 or 2 children "
"B17012","B17012_029","3 or 4 children "
"B17012","B17012_030","5 or more children "
"B17012","B17012_031","Female householder, no husband present:"
"B17012","B17012_032","No child "
"B17012","B17012_033","1 or 2 children "
"B17012","B17012_034","3 or 4 children "
"B17012","B17012_035","5 or more children "
"C17012","C17012_001","Total:"
"C17012","C17012_002","Income in the past 12 months below poverty level:"
"C17012","C17012_003","No child "
"C17012","C17012_004","1 or 2 children "
"C17012","C17012_005","3 or 4 children "
"C17012","C17012_006","5 or more children  "
"C17012","C17012_007","Income in the past 12 months at or above poverty level:"
"C17012","C17012_008","No child "
"C17012","C17012_009","1 or 2 children "
"C17012","C17012_010","3 or 4 children "
"C17012","C17012_011","5 or more children  "
"B17013","B17013_001","Total:"
"B17013","B17013_002","Income in the past 12 months below poverty level:"
"B17013","B17013_003","Married-couple family:"
"B17013","B17013_004","2 people "
"B17013","B17013_005","3 to 4 people "
"B17013","B17013_006","5 to 6 people "
"B17013","B17013_007","7 or more people "
"B17013","B17013_008","Other families:"
"B17013","B17013_009"," Male householder, no wife present:"
"B17013","B17013_010","2 people "
"B17013","B17013_011","3 to 4 people "
"B17013","B17013_012","5 to 6 people "
"B17013","B17013_013","7 or more people "
"B17013","B17013_014","Female householder, no husband present:"
"B17013","B17013_015","2 people "
"B17013","B17013_016","3 to 4 people "
"B17013","B17013_017","5 to 6 people "
"B17013","B17013_018","7 or more people "
"B17013","B17013_019","Income in the past 12 months at or above poverty level:"
"B17013","B17013_020","Married-couple family:"
"B17013","B17013_021","2 people "
"B17013","B17013_022","3 to 4 people "
"B17013","B17013_023","5 to 6 people "
"B17013","B17013_024","7 or more people "
"B17013","B17013_025","Other families:"
"B17013","B17013_026"," Male householder, no wife present:"
"B17013","B17013_027","2 people "
"B17013","B17013_028","3 to 4 people "
"B17013","B17013_029","5 to 6 people "
"B17013","B17013_030","7 or more people "
"B17013","B17013_031","Female householder, no husband present:"
"B17013","B17013_032","2 people "
"B17013","B17013_033","3 to 4 people "
"B17013","B17013_034","5 to 6 people "
"B17013","B17013_035","7 or more people "
"C17013","C17013_001","Total:"
"C17013","C17013_002","Income in the past 12 months below poverty level:"
"C17013","C17013_003","2 persons "
"C17013","C17013_004","3 to 4 persons "
"C17013","C17013_005","5 to 6 persons "
"C17013","C17013_006","7 or more persons  "
"C17013","C17013_007","Income in the past 12 months at or above poverty level:"
"C17013","C17013_008","2 persons "
"C17013","C17013_009","3 to 4 persons "
"C17013","C17013_010","5 to 6 persons "
"C17013","C17013_011","7 or more persons  "
"B17014","B17014_001","Total:"
"B17014","B17014_002","Income in the past 12 months below poverty level:"
"B17014","B17014_003","Married-couple family:"
"B17014","B17014_004","No workers "
"B17014","B17014_005","1 worker "
"B17014","B17014_006","2 workers "
"B17014","B17014_007","3 or more workers "
"B17014","B17014_008","Other families:"
"B17014","B17014_009"," Male householder, no wife present:"
"B17014","B17014_010","No workers "
"B17014","B17014_011","1 worker "
"B17014","B17014_012","2 workers "
"B17014","B17014_013","3 or more workers "
"B17014","B17014_014","Female householder, no husband present:"
"B17014","B17014_015","No workers "
"B17014","B17014_016","1 worker "
"B17014","B17014_017","2 workers "
"B17014","B17014_018","3 or more workers "
"B17014","B17014_019","Income in the past 12 months at or above poverty level:"
"B17014","B17014_020","Married-couple family:"
"B17014","B17014_021","No workers "
"B17014","B17014_022","1 worker "
"B17014","B17014_023","2 workers "
"B17014","B17014_024","3 or more workers "
"B17014","B17014_025","Other families:"
"B17014","B17014_026","Male householder, no wife present:"
"B17014","B17014_027","No workers "
"B17014","B17014_028","1 worker "
"B17014","B17014_029","2 workers "
"B17014","B17014_030","3 or more workers "
"B17014","B17014_031","Female householder, no husband present:"
"B17014","B17014_032","No workers "
"B17014","B17014_033","1 worker "
"B17014","B17014_034","2 workers "
"B17014","B17014_035","3 or more workers "
"C17014","C17014_001","Total:"
"C17014","C17014_002","Income in the past 12 months below poverty level:"
"C17014","C17014_003","No workers  "
"C17014","C17014_004","1 worker  "
"C17014","C17014_005","2 workers "
"C17014","C17014_006","3 or more workers "
"C17014","C17014_007","Income in the past 12 months at or above poverty level:"
"C17014","C17014_008","No workers  "
"C17014","C17014_009","1 worker  "
"C17014","C17014_010","2 workers "
"C17014","C17014_011","3 or more workers "
"B17015","B17015_001","Total:"
"B17015","B17015_002","Income in the past 12 months below poverty level:"
"B17015","B17015_003","Married-couple family:"
"B17015","B17015_004","With Social Security income in the past 12 months:"
"B17015","B17015_005","With SSI and/or cash public assistance income in the past 12 months"
"B17015","B17015_006","Without SSI or cash public assistance income in the past 12 months"
"B17015","B17015_007","Without Social Security income in the past 12 months:"
"B17015","B17015_008","With SSI and/or cash public assistance income in the past 12 months"
"B17015","B17015_009","Without SSI or cash public assistance income in the past 12 months"
"B17015","B17015_010","Other family:"
"B17015","B17015_011","Male householder, no wife present:"
"B17015","B17015_012","With Social Security income in the past 12 months:"
"B17015","B17015_013","With SSI and/or cash public assistance income in the past 12 months"
"B17015","B17015_014","Without SSI or cash public assistance income in the past 12 months"
"B17015","B17015_015","Without Social Security income in the past 12 months:"
"B17015","B17015_016","With SSI and/or cash public assistance income in the past 12 months"
"B17015","B17015_017","Without SSI or cash public assistance income in the past 12 months"
"B17015","B17015_018","Female householder, no husband present:"
"B17015","B17015_019","With Social Security income in the past 12 months:"
"B17015","B17015_020","With SSI and/or cash public assistance income in the past 12 months"
"B17015","B17015_021","Without SSI or cash public assistance income in the past 12 months"
"B17015","B17015_022","Without Social Security income in the past 12 months:"
"B17015","B17015_023","With SSI and/or cash public assistance income in the past 12 months"
"B17015","B17015_024","Without SSI or cash public assistance income in the past 12 months"
"B17015","B17015_025","Income in the past 12 months at or above poverty level:"
"B17015","B17015_026","Married-couple family:"
"B17015","B17015_027","With Social Security income in the past 12 months:"
"B17015","B17015_028","With SSI and/or cash public assistance income in the past 12 months"
"B17015","B17015_029","Without SSI or cash public assistance income in the past 12 months"
"B17015","B17015_030","Without Social Security income in the past 12 months:"
"B17015","B17015_031","With SSI and/or cash public assistance income in the past 12 months"
"B17015","B17015_032","Without SSI or cash public assistance income in the past 12 months"
"B17015","B17015_033","Other family:"
"B17015","B17015_034","Male householder, no wife present:"
"B17015","B17015_035","With Social Security income in the past 12 months:"
"B17015","B17015_036","With SSI and/or cash public assistance income in the past 12 months"
"B17015","B17015_037","Without SSI or cash public assistance income in the past 12 months"
"B17015","B17015_038","Without Social Security income in the past 12 months:"
"B17015","B17015_039","With SSI and/or cash public assistance income in the past 12 months"
"B17015","B17015_040","Without SSI or cash public assistance income in the past 12 months"
"B17015","B17015_041","Female householder, no husband present:"
"B17015","B17015_042","With Social Security income in the past 12 months:"
"B17015","B17015_043","With SSI and/or cash public assistance income in the past 12 months"
"B17015","B17015_044","Without SSI or cash public assistance income in the past 12 months"
"B17015","B17015_045","Without Social Security income in the past 12 months:"
"B17015","B17015_046","With SSI and/or cash public assistance income in the past 12 months"
"B17015","B17015_047","Without SSI or cash public assistance income in the past 12 months"
"C17015","C17015_001","Total:"
"C17015","C17015_002","Income in the past 12 months below poverty level:"
"C17015","C17015_003","With Social Security income in the past 12 months:"
"C17015","C17015_004","With SSI and/or public assistance income in the past 12 months"
"C17015","C17015_005","Without SSI or public assistance income in the past 12 months"
"C17015","C17015_006","Without Social Security income in the past 12 months:"
"C17015","C17015_007","With SSI and/or public assistance income in the past 12 months"
"C17015","C17015_008","Without SSI or public assistance income in the past 12 months"
"C17015","C17015_009","Income in the past 12 months at or above poverty level:"
"C17015","C17015_010","With Social Security income in the past 12 months:"
"C17015","C17015_011","With SSI and/or public assistance income in the past 12 months"
"C17015","C17015_012","Without SSI or public assistance income in the past 12 months"
"C17015","C17015_013","Without Social Security income in the past 12 months:"
"C17015","C17015_014","With SSI and/or public assistance income in the past 12 months"
"C17015","C17015_015","Without SSI or public assistance income in the past 12 months"
"B17016","B17016_001","Total:"
"B17016","B17016_002","Income in the past 12 months below poverty level:"
"B17016","B17016_003","Married-couple family:"
"B17016","B17016_004","Householder worked full-time, year-round in the past 12 months:"
"B17016","B17016_005","Spouse worked full-time, year-round in the past 12 months"
"B17016","B17016_006","Spouse worked part-time or part-year in the past 12 months"
"B17016","B17016_007","Spouse did not work in the past 12 months"
"B17016","B17016_008","Householder worked part-time or part-year in the past 12 months:"
"B17016","B17016_009","Spouse worked full-time, year-round in the past 12 months"
"B17016","B17016_010","Spouse worked part-time or part-year in the past 12 months"
"B17016","B17016_011","Spouse did not work in the past 12 months"
"B17016","B17016_012","Householder did not work in the past 12 months:"
"B17016","B17016_013","Spouse worked full-time, year-round in the past 12 months"
"B17016","B17016_014","Spouse worked part-time or part-year in the past 12 months"
"B17016","B17016_015","Spouse did not work in the past 12 months"
"B17016","B17016_016","Other family:"
"B17016","B17016_017","Male householder, no wife present:"
"B17016","B17016_018","Householder worked full-time, year-round in the past 12 months"
"B17016","B17016_019","Householder worked part-time or part-year in the past 12 months"
"B17016","B17016_020","Householder did not work in the past 12 months"
"B17016","B17016_021","Female householder, no husband present:"
"B17016","B17016_022","Householder worked full-time, year-round in the past 12 months"
"B17016","B17016_023","Householder worked part-time or part-year in the past 12 months"
"B17016","B17016_024","Householder did not work in the past 12 months"
"B17016","B17016_025","Income in the past 12 months at or above poverty level:"
"B17016","B17016_026","Married-couple family:"
"B17016","B17016_027","Householder worked full-time, year-round in the past 12 months:"
"B17016","B17016_028","Spouse worked full-time, year-round in the past 12 months"
"B17016","B17016_029","Spouse worked part-time or part-year in the past 12 months"
"B17016","B17016_030","Spouse did not work in the past 12 months"
"B17016","B17016_031","Householder worked part-time or part-year in the past 12 months:"
"B17016","B17016_032","Spouse worked full-time, year-round in the past 12 months"
"B17016","B17016_033","Spouse worked part-time or part-year in the past 12 months"
"B17016","B17016_034","Spouse did not work in the past 12 months"
"B17016","B17016_035","Householder did not work in the past 12 months:"
"B17016","B17016_036","Spouse worked full-time, year-round in the past 12 months"
"B17016","B17016_037","Spouse worked part-time or part-year in the past 12 months"
"B17016","B17016_038","Spouse did not work in the past 12 months"
"B17016","B17016_039","Other family:"
"B17016","B17016_040","Male householder, no wife present:"
"B17016","B17016_041","Householder worked full-time, year-round in the past 12 months"
"B17016","B17016_042","Householder worked part-time or part-year in the past 12 months"
"B17016","B17016_043","Householder did not work in the past 12 months"
"B17016","B17016_044","Female householder, no husband present:"
"B17016","B17016_045","Householder worked full-time, year-round in the past 12 months"
"B17016","B17016_046","Householder worked part-time or part-year in the past 12 months"
"B17016","B17016_047","Householder did not work in the past 12 months"
"C17016","C17016_001","Total:"
"C17016","C17016_002","Income in the past 12 months below poverty level:"
"C17016","C17016_003","Householder worked full-time, year-round in the past 12 months"
"C17016","C17016_004","Householder worked part-time or part-year in the past 12 months"
"C17016","C17016_005","Householder did not work in the past 12 months"
"C17016","C17016_006","Income in the past 12 months at or above poverty level:"
"C17016","C17016_007","Householder worked full-time, year-round in the past 12 months"
"C17016","C17016_008","Householder worked part-time or part-year in the past 12 months"
"C17016","C17016_009","Householder did not work in the past 12 months"
"B17017","B17017_001","Total:"
"B17017","B17017_002","Income in the past 12 months below poverty level:"
"B17017","B17017_003","Family households:"
"B17017","B17017_004","Married-couple family:"
"B17017","B17017_005","Householder under 25 years"
"B17017","B17017_006","Householder 25 to 44 years"
"B17017","B17017_007","Householder 45 to 64 years"
"B17017","B17017_008","Householder 65 years and over"
"B17017","B17017_009","Other family:"
"B17017","B17017_010","Male householder, no wife present:"
"B17017","B17017_011","Householder under 25 years"
"B17017","B17017_012","Householder 25 to 44 years"
"B17017","B17017_013","Householder 45 to 64 years"
"B17017","B17017_014","Householder 65 years and over"
"B17017","B17017_015","Female householder, no husband present:"
"B17017","B17017_016","Householder under 25 years"
"B17017","B17017_017","Householder 25 to 44 years"
"B17017","B17017_018","Householder 45 to 64 years"
"B17017","B17017_019","Householder 65 years and over"
"B17017","B17017_020","Nonfamily households:"
"B17017","B17017_021","Male householder:"
"B17017","B17017_022","Householder under 25 years"
